"cod","desc_assunto","fk_cnj_assunto"
9811,"Falsificação de papéis públicos (art. 293)",9807
9844,"Violação do sigilo de proposta de concorrência (art. 326)",9828
9812,"Falsificação do selo ou sinal público (art. 296)",9807
9814,"Falsificação de documento particular (art. 298)",9807
9815,"Falsidade ideológica (art. 299)",9807
9816,"Falso reconhecimento de firma ou letra (art. 300)",9807
9817,"Certidão ou atestado ideologicamente falso (art. 301, caput)",9807
9818,"Falsidade material de atestado ou certidão (art. 301, § 1º)",9807
9819,"Falsidade de atestado médico (art. 302)",9807
5930,"Incidência sobre Hora Extra",5917
9989,"Direitos Indígenas",9986
9820,"Reprodução ou adulteração de selo ou peça filatélica (art. 303)",9807
9821,"Uso de documento falso (art. 304)",9807
9822,"Supressão de documento (art. 305)",9807
13686,"Gratificação",13648
13687,"Intervalo Intrajornada",13648
9823,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins (art. 306)",9807
9825,"Fraude de lei sobre estrangeiros",9807
11588,"Condição de Elegibilidade - Idade Mínima",11585
6038,"Seguro Acidentes do Trabalho",6033
1691," Contribuição Confederativa",1697
9830,"Peculato mediante erro de outrem (art. 313)",9828
9916,"Análogo a Crime Culposo",9634
9917,"Praticados por Particular Contra a Administração em Geral",9634
9834,"Excesso de exação (art. 316, §§ 1º e 2º)",9828
9990,"Intervenção em Estado / Município",9986
9835,"Corrupção passiva (art. 317)",9828
9841,"Abandono de função (art. 323)",9828
9842,"Exercício funcional ilegalmente antecipado ou prolongado (art. 324)",9828
9887,"Pesca (Lei nº 5.197/67, Lei nº 7.643/87, Lei 7.679/88, DL 221/67)",9878
13689,"Categoria Diferenciada",13684
9843,"Violação do sigilo funcional (art. 325)",9828
11931,"Gratuidade",10083
9845,"Inserção de dados falsos em sistema de informações (art. 313-A)",9828
11589,"Condição de Elegibilidade - Filiação Partidária",11585
9846,"Modificação ou alteração não autorizada de sistema de informações (art. 313-B)",9828
9849,"Contra Patente de Invenção",9848
9851,"Contra as Marcas",9848
9852,"Cometidos por Meio de Marca, Título de Estabelecimento e Sinal de Propaganda ",9848
9853,"Contra Indicações Geográficas e Demais Indicações",9848
9855,"de Responsabilidade",9847
13648,"Bancários",13641
13649,"Bibliotecários",13641
9859,"Tráfico de Drogas e Condutas Afins",9858
11591,"Condição de Elegibilidade - Pleno Exercício dos Direitos Políticos",11585
13161,"Estado Estrangeiro ",8838
9947,"Motim de presos",9932
11932,"Princípio da Territorialidade",10083
11933,"Provimento Irregular",10083
13509,"Prevalência do Acordo Coletivo sobre a Convenção Coletiva ",13048
12734,"DIREITO ASSISTENCIAL",1
10256,"Compulsória",10254
10103,"Terreno Aldeado",10102
13616,"Unicidade Sindical ",4452
9860,"Posse de Drogas para Consumo Pessoal",9858
9861,"Fabricação de Objeto Destinado a Produção de Drogas e Condutas Afins ",9858
9863,"Oferecimento de Drogas para Consumo Conjunto",9858
9950,"Sonegação de papel ou objeto de valor probatório",9932
9951,"Exploração de prestígio",9932
9991,"Responsabilidade da Administração",9985
10596,"Auxílio-invalidez",10337
9864,"Associação para a Produção e Tráfico e Condutas Afins",9858
9865,"Financiamento ou Custeio de Produção ou Tráfico de Drogas",9858
9866,"Colaboração com Grupo, Organização ou Associação Destinados à Produção ou Tráfico de Drogas ",9858
9867,"Prescrição Culposa de Drogas",9858
9873,"Resultante de Preconceito de Raça ou de Cor",9847
9874,"Contra a Ordem Tributária",9847
9875,"Contra a Ordem Econômica",9847
10213,"Parlamentares",10186
10214,"Remuneração",10213
9876,"Contra as Relações de Consumo",9847
13950,"Acordo Entre as Partes",13949
9909,"Estatuto do Idoso",9847
9888,"De &quot;Lavagem&quot; ou Ocultação de Bens, Direitos ou Valores",9847
9889,"Contra as Telecomunicações",9847
9891,"De Tortura",9847
9892,"De Trânsito",9847
9894,"De Imprensa",9847
9895,"Estatuto da criança e do adolescente",9847
9921,"Corrupção ativa (art. 333)",9917
10130,"Limitação Administrativa",10120
9896,"Contra o mercado de capitais",9847
9900,"Da Lei de remoção de órgãos e tecidos",9847
9901,"Praticados contra os índios e a cultura indígena",9847
9903,"Recusa, retardamento ou omissão de dados técnicos indispensáveis à propositura de Ação Civil Pública",9847
13510,"Prevalência do Negociado Sobre o Legislado ",13235
10739,"DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF",NULL
9904,"Agrários",9847
9905,"Relacionados à Comissão Parlamentar de Inquérito",9847
9907,"De Quebra de Sigilo Financeiro",9847
9908,"Do Código Brasileiro de Telecomunicações",9847
13291,"Responsabilidade ",12976
13368,"Cargo de Confiança ",2086
9910,"Parcelamento do solo urbano",9847
13690,"Financeiras/Equiparação Bancário",13684
13870,"Permanência",13832
9913,"Contra a Administração da Justiça - Lei da Ação de Alimentos ",9847
9919,"Resistência (art. 329)",9917
13302,"Sócio Retirante ",1937
9920,"Tráfico de influência (art. 332)",9917
6013,"Alíquota Zero",6012
9922,"Impedimento, perturbação ou fraude de concorrência (art. 335)",9917
13526,"Remuneração / Proventos / Pensões e Outros Rendimentos ",13189
13531,"Salário / Pagamento ",13044
9923,"Inutilização de edital ou de sinal (art. 336)",9917
9924,"Subtração ou inutilização de livro ou documento (art. 337, caput)",9917
7784,"Responsabilidade Extracontratual",1146
10782,"Cassação do registro da candidatura",10767
9926,"Desacato (art. 331)",9917
11049,"DIREITO PROCESSUAL PENAL MILITAR",NULL
9949,"Patrocínio simultâneo ou tergiversação",9932
9965,"Abandono Material",9964
10021,"Registro de Marcas, Patentes ou Invenções",9997
13951,"Comunicação de Dispensa aos Órgãos Competentes - Ausência",13949
9968,"Abuso Sexual",9964
10074,"Fornecimento de Gás",10073
10075,"Energia Elétrica",10073
10080,"Telefonia",10073
10090,"Locação / Permissão / Concessão / Autorização / Cessão de Uso",10089
9927,"Contrabando ou descaminho (art. 334)",9917
13555,"Trabalho Externo ",13237
13557,"Multa por Atraso de Repasse de Contribuição ",13276
13559,"Vale Transporte ",13237
13563,"Vigência/Ultratividade ",13235
2450,"Gorjeta",2581
10065,"Repasse de Verbas do SUS",10064
13330,"Acordo Tácito / Expresso ",13096
9928,"Sonegação de contribuição previdenciária (art. 337-A e Lei 8.212/91)",9917
9934,"Denunciação caluniosa",9932
9937,"Falso testemunho ou falsa perícia",9932
9939,"Exercício arbitrário das próprias razões",9932
9941,"Favorecimento pessoal",9932
10022,"Infração Administrativa",9997
13448,"Gratificação de Farmácia ",2055
9943,"Exercício arbitrário ou abuso de poder",9932
9944,"Fuga de pessoa presa ou submetida a medida de segurança",9932
13600,"E-Doc ",13020
13447,"Gratificação de Contingente e/ou Participação nos Resultados - Avanço de Nível ",2624
3457,"Crimes contra o sentimento religioso e contra o respeito aos mortos",287
13308,"Técnico em Radiologia ",7644
13606,"Juntada na Fase Recursal Fato Novo ",8990
13609,"Reintegração de Empregado ",8961
13611,"Restabelecimento de Pagamento de Vantagem Remuneratória ",8961
13613,"Documental ",8990
9970,"Pobreza",9964
8816,"Salário Substituição",2458
9984,"Em comum / De fato",9617
9972,"Adoção Internacional",9964
9977,"Entrada e Permanência de Menores",9964
9978,"Viagem ao Exterior",9964
10010,"Ato Lesivo ao Patrimônio Artístico, Estético, Histórico ou Turístico",9997
13624,"Unicidade Sindical",13623
10011,"Improbidade Administrativa",9997
10807,"Convocação de suplente",10800
10113,"Flora",10110
10092,"Taxa de Ocupação",10089
10095,"Águas Públicas",10089
10096,"Bloqueio de Valores de Contas Públicas",10089
13881,"Outros Adicionais",13833
9979,"Trabalho do adolescente",9964
9981,"Pessoas Jurídicas",899
13331,"Acúmulo de Função ",1806
9992,"Indenização por Dano Moral",9991
9998,"Licenças",9997
9706,"Apropriação de Coisa Achada",9674
10026,"Registro de Direito Autoral",9997
10027,"Registro de Programa de Computador",9997
10031,"Financiamento Público da Educação e/ou Pesquisa",10029
10033,"Exigência de Estágio Profissionalizante",10029
10043,"Criação e/ou Autorização para funcionamento de Curso Superior",10029
10046,"Financiamento Privado da Educação e/ou Pesquisa",10029
10048,"Provão - Avaliação da Educação Superior",10029
10050,"Pós-Graduação",10029
10054,"Material Didático",10051
10057,"Transferência",10051
10059,"Exame Supletivo",10051
10067,"Convênio Médico com o SUS",10064
10071,"Genética / Células Tronco",10064
10073,"Concessão / Permissão / Autorização",10028
10366,"Licenciamento / Exclusão",10363
10112,"Revogação/Anulação de multa ambiental",10110
10118,"Unidade de Conservação da Natureza",10110
10120,"Intervenção do Estado na Propriedade",9985
10122,"Desapropriação por Utilidade Pública / DL 3.365/1941",10120
10124,"Desapropriação por Interesse Social para Reforma Agrária",10120
10125,"Desapropriação Indireta",10120
10126,"Retrocessão",10120
10134,"Desapropriação de Imóvel Urbano",10120
13625,"Depósito Prévio - Recurso Administrativo",13623
13626,"Aposentadoria e Pensão",12936
10140,"Importações",10136
10141,"Desembaraço Aduaneiro",10140
10142,"Regime ou Certificado de Origem MERCOSUL",10140
10143,"Veículo de Turista Comunitário MERCOSUL",10140
10146,"Proteção à Livre Concorrência",10136
10148,"Preços Predatórios",10146
10149,"Acordo de Exclusividade",10146
10150,"Cartel",10146
10153,"Moeda Estrangeira",10136
10154,"Expurgos Inflacionários / Planos Econômicos",10136
10155,"Cruzados Novos / Bloqueio",10154
10156,"Poupança",10154
10157,"Organização Político-administrativa / Administração Pública",9985
10169,"Questões Funcionais",10166
10170,"Exame da Ordem OAB",10166
10171,"Eleições",10166
10172,"Anuidades OAB",10166
10173,"Exercício Profissional",10166
10175,"Liberação de Depósitos de Instituição Liquidanda",10174
10180,"Fundo de Participação dos Municípios",10157
10182,"Dívida Pública Mobiliária",9985
10183,"Apólices da Dívida Pública",10182
2461,"Salário Família",2458
9611,"Despejo para Uso de Ascendentes e Descendentes",9593
11476,"Obtenção de Documento Falso para Fins Eleitorais",11467
10184,"Títulos da Dívida Pública",10182
10185,"Títulos da Dívida Agrária",10182
10194,"Ministério Público",10186
10195,"Remuneração",10194
10196,"Afastamento",10194
10197,"Processo Disciplinar / Sindicância",10194
10199,"Promoção",10194
10201,"Prefeito",10186
10202,"Afastamento do Cargo",10201
10217,"Prestação de Contas",10213
10218,"Indisponibilidade de Bens",10213
10219,"Servidor Público Civil",9985
9761,"Bigamia",9760
10220,"Regime Estatutário",10219
10221,"Isonomia/Equivalência Salarial",10288
10599,"Quesitos",4264
5612,"Créditos / Privilégios Marítimos",7783
10661,"Incidência sobre Abono de Permanência",5917
10670,"Obrigação de Entregar",9148
5622,"Agenciamento",5621
10811,"Cassação de mandato",10800
13691,"Empresa de Processamento de Dados",13684
13692,"isonomia/Diferença Salarial",13684
9638,"Homicídio Qualificado",9635
10713,"Gratificação de Suporte Administrativo - GASA",10667
10714,"Gratificação-Prêmio",10667
10715,"Gratificação Complementar de Vencimento",10667
10718,"Gratificações Por Atividades Específicas",10288
10719,"Gratificação de Desempenho de Atividade Técnico Administrativa - GDATA",10718
10720,"Gratificação de Desempenho de Atividade Tributária - GDAT",10718
10721,"Gratificação de Desempenho de Atividade de Fiscalização Agropecuária - GDAFA",10718
13627,"Complementação de Aposentadoria/Pensão",13626
13628,"Abono Previsto em Norma Coletiva/Extensão aos Inativos",13627
13629,"Auxílio/Cesta Alimentação",13627
13630,"Caixa de Previdência",13627
13631,"Cheque Rancho - Integração",13627
10225,"Acumulação de Cargos",10220
13309,"Teletrabalho / Trabalho à Distância / Trabalho em Domicílio ",1654
10757,"Fidelidade partidária",10740
11626,"Registro de Candidatura - Substituição de Candidato - Por Ineligibilidade",11620
10309,"Adicional de Produtividade",10288
10317,"Índice de 28,86% Lei 8.622/1993 e 8.627/1993",10313
10319,"Reajuste da Lei 8.270/1991",10313
13693,"Equiparação Salarial",13655
7790,"Pena Restritiva de Direitos",7942
14225,"Apuração de indícios de irregularidades informados pela Administração Pública",11684
13237,"Ônus da Prova ",8990
10231,"Anistia Administrativa",10220
12012,"Sobre Produção, Comércio e Transporte Clandestino de Açúcar e Álcool",9847
10989,"Má -gestão praticada por Prefeitos e Vereadores",10988
10997,"Falsificação de documento público praticada por Funcionário Público",10996
3412,"Crimes contra a inviolabilidade de segredo",287
6012,"Alíquota",5986
1721,"Salário In Natura",2458
10394,"Dívida Ativa não-tributária",9985
9675,"Furto (art. 155)",9674
2117,"Supressão de Horas Extras Habituais - Indenização",2581
2546,"Verbas Rescisórias",2620
13303,"Substituição de Penhora ",9163
2478,"Seguro Desemprego",2620
10255,"Invalidez Permanente",10254
10307,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)",10288
10313,"Reajustes de Remuneração, Proventos ou Pensão",10219
10318,"Índice da URV Lei 8.880/1994",10313
10321,"Índice de 10,87% Lei 10.192/2001",10313
10239,"Nomeação",10220
13336,"Adicional de Hora Extra ",2140
6040,"Funrural",6033
1965," Empregado Público",2656
13952,"Aposentadoria",13949
6079,"Contribuição sobre licença de uso ou transferência de tecnologia",6071
6150,"Reajustamento pelo INPC",6138
6213,"Normas do Mercosul",6191
9650,"Perigo para a vida ou saúde de outrem (art. 132)",9648
10246,"Auxílio-Natalidade",10288
9698,"Furto de Veículo Automotor a ser Transportado para outro Estado ou Exterior",9674
13633,"Fonte de Custeio",13627
13455,"Hora Noturna Reduzida ",10581
10283,"Responsabilidade Civil do Servidor Público / Indenização ao Erário",10279
11615,"Registro de Candidatura",11584
9715,"Induzimento à Especulação",9674
10290,"Gratificação de Incentivo",10288
4907,"Assembléia",4905
9664,"Contra a inviolabilidade de domicílio",9634
10417,"Sistema Nacional de Trânsito",9985
13694,"Adicional de Risco",13658
13454,"Hora Noturna / Hora Extra ",13152
10295,"Gratificação Incorporada / Quintos e Décimos / VPNI",10288
9936,"Auto-acusação falsa",9932
10298,"Diárias e Outras Indenizações",10288
13324,"Abono Previsto em Norma Coletiva / Extensão aos Inativos ",2624
13325,"Ação Ajuizada pelo Sindicato como Substituto Processual ",13208
10301,"Férias",10288
13882,"Base de Cálculo",13875
10324,"Militar",9985
10332,"Serviço Militar Obrigatório",10325
10333,"Ex-combatentes",10325
9627,"Dependente de Autorização",9617
10337,"Sistema Remuneratório e Benefícios",10324
10338,"Gratificações e Adicionais",10337
13953,"Culpa Recíproca",13949
13954,"Despedida/Dispensa Imotivada",13949
9779,"Subtração, ocultação ou inutilização de material de salvamento (art. 257)",9773
13327,"Acordo - Comissão de Conciliação Prévia ",13275
13328,"Acordo Individual e/ou Coletivo de Trabalho ",13060
5914,"Imunidade ",5913
13638,"Reenquadramento",13627
13639,"Transação",13636
13640,"Espontânea",13626
10437,"Direito de Imagem",10433
13348,"Artigo 896, § 1° - A, CLT ",13306
13650,"Biólogos",13641
13739,"Programa de Assistência Médica - Benefícios",13735
13741,"Contrato de Experiência - Nulidade",13715
13742,"Contrato de Safra",13715
10481,"Propriedade Fiduciária",10448
195,"DIREITO PREVIDENCIÁRIO",1
10401,"Taxa de Ocupação / Laudêmio / Foro",10394
10402,"Cessão de créditos não-tributários",10394
10404,"Contribuição Sindical",10403
10784,"Propaganda eleitoral",10768
10407,"Dilação e Extensão de Base Territorial",10403
10408,"Filiação",10403
10409,"Empregado Público / Temporário",9985
13706,"Ferroviários",13641
10416,"Limites do Objeto",10412
10431,"Responsabilidade Civil",899
10432,"Coisas",899
10436,"Lei de Imprensa",10433
10439,"Indenização por Dano Material",10431
13743,"Contrato de Trabalho Temporário/Provisório",13715
13744,"Nulidade",13715
13745,"Anotação/Baixa/Retificação",13716
13746,"Devolução/Retenção",13716
9601,"Estimatório",9580
13163,"Exame Médico Admissional / Demissional ",1654
11586,"Condição de Elegibilidade - Alistamento Eleitoral",11585
